id,title,price,description,long,latitude,review_airbnb,calification_rate,created_at,verified,host_review,created_at_1,cameras_on_site,rooms,,
42125479,"BEST VIEW_$ 1,899 MENSUAL_3BD/4BT_12MIN A POBLADO",378429,"Vivienda rentada entero en Medellín, Colombia",-75.60077,6.21738,0,,ago-19,TRUE,14,feb-20,TRUE,3,,
17480548,"Soul Lifestyle, descuento de última hora, wifi, piscina.",438380,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.5662,6.19875,24,4.71,feb-17,TRUE,2692,feb-17,FALSE,1,,
996359130662528464,Apartamento cerca Estadio,195955,"Vivienda rentada entero en Medellín, Colombia",-75.5930558,6.26505095,1,,may-22,TRUE,10,feb-22,FALSE,4,,
881293275756539308,Hermoso Apartamento en Laureles con Aire AC,244286,"Vivienda rentada entero en Medellín, Colombia",-75.59311,6.24823,5,5,ene-23,TRUE,18,may-23,FALSE,3,,
630281658480155161,Promo 22-30/12 Parq Poblado apto 2 cuartos,371688,"Condo entero en Medellín, Colombia",-75.57003,6.21066,16,5,dic-21,TRUE,16,mar-23,FALSE,2,,
996316963188307469,,,,,,,,,,,,,,,
42361841,Increíble loft de 803 pies. FrontDesk 24/7 - Alori 102,385169,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.59334,6.24798,96,4.95,feb-20,TRUE,1532,feb-20,TRUE,1,,
776308929581977412,Penthouse - Apartamento Lujoso en Medellín,305714,"Vivienda rentada entero en Medellín, Colombia",-75.5569827,6.28774706,24,4.83,jun-20,TRUE,109,feb-23,TRUE,2,,
1059701790301749104,Apartamento Medellín LuxuRy: área para caminar 10 MinPobl,360966,"Vivienda rentada entero en Envigado, Colombia",-75.59184,6.17387,0,,ene-19,TRUE,197,feb-19,FALSE,3,,
41024122,"POBLADO CHIC apartamento de 2 camas, a 2,5 km de Lleras, con aire acondicionado.",392501,"Vivienda rentada entero en Medellín, Colombia",-75.56667,6.19181,148,4.92,ago-13,TRUE,879,feb-14,TRUE,2,,
31556392,URBAN STUDIO de 2 Habitaciones.,460000,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.55538,6.20812,37,4.78,may-16,TRUE,901,feb-16,TRUE,2,,
1042889243618126622,Penthouse Estadio Medellín,430000,"Vivienda rentada entero en Medellín, Colombia",-75.586322,6.2531608,5,5,jun-17,TRUE,5,ene-24,TRUE,3,,
995722986088570991,Laureles Apartment,331125,"Vivienda rentada entero en Medellín, Colombia",-75.5948,6.243528,3,5,oct-23,TRUE,5,nov-23,FALSE,2,,
5786192,"Blux 2Bd, cerca de Provenza, balcones de 2 Pv, vistas",457504,"Vivienda rentada entero en Medellín, Colombia",-75.56147,6.2141,151,4.77,ago-11,TRUE,4738,2-dic,FALSE,2,,
673986901393906440,Energy Living 602 loft de lujo - El Poblado,433616,"Loft entero en Medellín, Colombia",-75.55928,6.21103,102,4.85,may-16,TRUE,633,feb-19,FALSE,1,,
689797626157330199,Suite de lujo con Jacuzzi en el Poblado-Medellín,401186,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.57071,6.21354,35,4.74,jul-22,TRUE,235,feb-23,TRUE,1,,
48787341,¡Apartamento elegante en excelente ubicación!,394748,"Vivienda rentada entero en Medellín, Colombia",-75.55414,6.20599,119,4.7,feb-18,TRUE,334,feb-21,FALSE,1,,
990651976076112306,The Spot Bldg 32,489568,"Vivienda rentada entero en Medellín, Colombia",-75.5656835,6.2104253,14,4.86,jun-21,TRUE,1164,feb-21,FALSE,2,,
17935307,"Estilo de vida Soul, apartamento con wifi rápido, cerca de Lleras.",485891,"Vivienda rentada entero en Medellín, Colombia",-75.56779,6.19959,26,4.77,feb-17,TRUE,2692,feb-17,FALSE,1,,
25742109,CasaFern Laureles en un hermoso vecindario transitable,375630,"Alojamiento entero en Medellín, Colombia",-75.59354,6.24937,234,4.95,jun-18,TRUE,234,feb-18,FALSE,2,,
677811057451769480,AC-View-ModernApt-BrandNew-Sleep6-WalkableA-Lux,339561,"Condo entero en Envigado, Colombia",-75.59131,6.1741731,65,4.91,sep-18,TRUE,88,feb-22,TRUE,2,,
38189683,El Poblado / Medellin - Energy Living 1202,399282,"Vivienda rentada entero en Medellín, Colombia",-75.5593,6.21135,258,4.95,nov-17,TRUE,,feb-20,FALSE,1,,
944159141845242836,Impresionante suite con jacuzzi y aire acondicionado en Provenza,490650,"Habitación en Medellín, Colombia",-75.5652634,6.2081865,11,4.36,,,,ago-23,FALSE,1,,
578250815153607611,Provenza Life 1002: loft/gimnasio decorado con buen gusto,406022,"Vivienda rentada entero en Medellín, Colombia",-75.56495,6.20458,54,4.83,ene-17,TRUE,3667,feb-19,FALSE,1,,
1005048130457233101,"Cabaña en Santa Elena, VISTA!",413714,"Cabaña entero en Medellín, Colombia",-75.5305313,6.20331301,3,5,nov-20,TRUE,78,may-23,FALSE,1,,
793197328360141798,w* | Impresionante 3BR con aire acondicionado en Laureles,314805,"Vivienda rentada entero en Medellín, Colombia",-75.59282,6.24523,66,4.86,abr-16,TRUE,36823,feb-20,FALSE,3,,
1376870,2 BR Apartamento en Medellín,453878,"Vivienda rentada entero en Medellín, Colombia",-75.58707,6.2505,344,4.75,ago-12,TRUE,1663,feb-13,TRUE,2,,
29979229,URBAN 25CERO1,429674,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.55584,6.20514,35,4.86,oct-16,TRUE,97,feb-18,FALSE,1,,
1032549849783859400,Moderno Apartamento cerca a Provenza,320000,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.566811,6.20309369,1,,oct-16,TRUE,102,jul-23,FALSE,1,,
42049130,NUEVO Poblado 2BR-2BA City View y balcón.,380676,"Vivienda rentada entero en Medellín, Colombia",-75.5656662,6.19071913,104,4.86,jun-15,TRUE,174,feb-18,TRUE,2,,
51970968,Apartamento de lujo en envigado,483837,"Vivienda rentada entero en Envigado, Colombia",-75.5817719,6.16949612,15,5,mar-18,TRUE,15,ago-23,TRUE,3,,
602707919446621457,Lujoso lugar al lado del hotel Click Clack,385000,"Vivienda rentada entero en 27Medellín, Colombia",-75.5670463,6.21072269,57,4.88,nov-21,,733,feb-22,TRUE,1,,
677010028157307386,Penthouse Medellín: a 1 cuadra de metro y zona viva,448123,"Condo entero en Medellín, Colombia",-75.55603,6.24229,39,4.92,oct-14,TRUE,319,feb-15,TRUE,3,,
52756024,PH POBLADO NIRVANA,404879,"Vivienda rentada entero en Medellín, Colombia",-75.56433,6.19209,76,4.74,ago-21,,216,feb-22,FALSE,2,,
51888478,Apartamento 2BD a 5 minutos de Provenza con balcón privado y 2AC,428886,"Vivienda rentada entero en Medellín, Colombia",-75.56445,6.19091,41,4.9,oct-15,TRUE,7165,feb-16,FALSE,2,,
1030468987672642729,Comodo amplio con vista y seguro en poblado 4 psx,450000,"Vivienda rentada entero en Medellín, Colombia",-75.5598501,6.21769709,0,,feb-23,TRUE,5,mar-23,FALSE,2,,
973513222670634121,"Oasis en Poblado, cerca de Provenza y del parque de Lleras, 3 dormitorios",350835,"Vivienda rentada entero en Medellín, Colombia",-75.5579523,6.21075046,8,4.88,ene-18,TRUE,821,feb-21,FALSE,3,,
1014626337872040026,Apartamento amoblado Moderno,414286,"Vivienda rentada entero en Medellín, Colombia",-75.5775516,6.22251382,4,5,jun-18,TRUE,4,nov-23,FALSE,2,,
845539818560728602,Estudio con balcones y piscina en la cima de Medellín.,371741,"Habitación privada en loft en Medellín, Colombia",-75.58777,6.23864,1,,mar-23,TRUE,170,jul-23,TRUE,1,,
506485625582756722,Apartasuite URBAN de una Habitación,399714,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.55492,6.20268,3,3.67,may-16,TRUE,901,feb-16,FALSE,1,,
958106904972206480,Medellin Amoblado la 70,400000,"Vivienda rentada entero en Medellín, Colombia",-75.5891461,6.24761776,2,,nov-17,TRUE,206,feb-18,TRUE,1,,
1036425418494475202,Apartamento poblado Medellín,250000,"Vivienda rentada entero en Medellín, Colombia",-75.5682502,6.18754346,1,,jun-15,TRUE,66,feb-19,FALSE,2,,
942722430164955121,Preciosa casa grande,400000,"Alojamiento entero en Medellín, Colombia",-75.5811933,6.2204957,4,5,sep-21,TRUE,8,feb-22,FALSE,4,,
19943367,"Soul Lifestyle, Coworking, Rooftop, Gym, Wifi rápido",480059,"Vivienda rentada entero en Medellín, Colombia",-75.56741,6.20248,32,4.75,feb-17,TRUE,2692,feb-17,FALSE,1,,
929680870685575998,Morada moderna y elegante,354777,"Condo entero en Medellín, Colombia",-75.5622618,6.22534861,28,4.75,jul-23,TRUE,28,jul-23,FALSE,3,,
920985398559977949,Nuevo Apartamento Moderno en Laureles (Estadio),264664,"Vivienda rentada entero en Medellín, Colombia",-75.5952896,6.26236136,9,4.78,feb-19,TRUE,697,feb-19,FALSE,3,,
725254287782359186,Be Mate Medellín junior suite habitación y salón,522857,"Apartamento con servicios incluidos entero en Antioquía, Colombia",-75.559777,6.213095,4,5,sep-22,TRUE,112,feb-23,TRUE,1,,
990626576333809439,Acogedor apartamento en el mejor barrio.,285000,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.5982344,6.24231451,2,,oct-16,TRUE,102,jul-23,FALSE,2,,
965433766472764613,Apartamento en el poblado,319990,"Vivienda rentada entero en Medellín, Colombia",-75.5622632,6.19330964,5,4.6,abr-17,TRUE,132,feb-17,FALSE,2,,
1004429177149010072,Super Apartamento en Medellin,399997,"Vivienda rentada entero en Medellín, Colombia",-75.5558903,6.2171195,3,5,dic-22,TRUE,57,feb-23,FALSE,3,,
1012479691612561724,"Apartamento perfecto de 3 dormitorios en Medellín, mejor ubicación",290310,"Vivienda rentada entero en Medellín, Colombia",-75.5796695,6.243444,2,,ago-19,TRUE,22,feb-22,FALSE,3,,
1022446404808248422,Encantador acogedor a 4 minutos de Provenza 372,290714,"Vivienda rentada entero en Medellín, Colombia",-75.56242,6.19616,3,4,mar-19,TRUE,110,feb-19,FALSE,2,,
24446590,"Blux 2Bd, cerca de Provenza, 2 balcones Pv, SmartTV",466177,"Vivienda rentada entero en Medellín, Colombia",-75.56164,6.21251,124,4.82,ago-11,TRUE,4738,2-dic,FALSE,2,,
1025371414534051754,Apartamento poblado Helena,400000,"Vivienda rentada entero en Medellín, Colombia",-75.5657512,6.19456113,3,3.67,may-15,TRUE,134,feb-21,FALSE,2,,
978225826403140592,Amplio departamento de 3 habitaciones en Provenza.,550000,"Vivienda rentada entero en Medellín, Colombia",-75.5647726,6.21404962,11,4.91,feb-22,TRUE,37,jun-23,FALSE,3,,
758157787154436051,Casa de Campo privada en Santa Elena,410000,Casa de campo entero en Colombia,-75.5167656,6.2081967,2,,11/2024,TRUE,2,nov-23,FALSE,3,,
46046306,Espectacular apartamento Provenza & Poblado (estilo de Tokio),394197,"Vivienda rentada entero en Medellín, Colombia",-75.5699005,6.21092701,71,4.72,nov-16,TRUE,389,feb-19,FALSE,2,,
46920328,¡El mejor ático en Provenza con vista y gimnasio!,479579,"Vivienda rentada entero en Medellín, Colombia",-75.5632,6.20573,48,4.73,may-17,TRUE,2664,feb-17,FALSE,1,,
984866501401144486,"Amplia casa de 5 dormitorios, ubicación privilegiada en El Poblado",404564,"Alojamiento entero en Medellín, Colombia",-75.57506,6.2076,10,4.9,nov-20,TRUE,251,feb-22,TRUE,5,,
1016283279890336824,la casona de la 70,400000,"Alojamiento entero en Medellín, Colombia",-75.5900515,6.2513642,6,4.5,nov-23,TRUE,6,nov-23,FALSE,4,,
926843876475269371,hermoso y cómodo apartamento en Medellín,315357,"Vivienda rentada entero en Medellín, Colombia",-75.567419,6.22192637,17,5,oct-21,TRUE,67,feb-23,TRUE,3,,
986764855252035284,Hotel estudios urbanos 603,400000,"Vivienda rentada entero en Medellín, Colombia",-75.5543105,6.20705801,3,5,ago-21,,216,feb-22,FALSE,2,,
1046712944164229451,Apartamento de lujo en Medellín- laureles estadio,144000,"Vivienda rentada entero en Medellín, Colombia",-75.59731,6.26859,2,,may-23,TRUE,9,may-23,TRUE,3,,
48231446,Energy Living 601 - Prestigioso apartamento/piscina y jacuzzi,422933,"Vivienda rentada entero en Medellín, Colombia",-75.55998,6.21033,93,4.73,ene-17,TRUE,3667,feb-19,FALSE,1,,
27371349,"¡Los mejores laureles! ¡Patio, balcones, espacioso!",480368,"Vivienda rentada entero en Medellín, Colombia",-75.59383,6.24204,30,4.87,jul-18,TRUE,62,feb-19,FALSE,4,,
672988514954280414,"Promoción Poblado, Jacuzzi, Vista exclusiva, Wifi",374143,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56112,6.2206,63,4.81,jul-22,TRUE,63,feb-23,FALSE,3,,
1014004449558099628,¡Loft japonés Astorga! ¡1bd/200mb/entrada privada!,294504,"Vivienda rentada entero en Medellín, Colombia",-75.575128,6.20825143,13,4.92,jul-15,TRUE,972,feb-15,FALSE,1,,
1010938891491254655,,,,,,,,,,,,,,,
614489426258893350,Apartamento laureles bulerías 702,402500,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.59232,6.23802,7,4.57,ago-13,TRUE,1076,feb-14,FALSE,3,,
46962492,Diseño de lujo,352143,"Loft entero en Medellín, Colombia",-75.56886,6.20893,108,4.31,dic-20,TRUE,590,feb-21,TRUE,1,,
20550167,"Apartamento de lujo Poblado Medellín, la mejor vista de la ciudad",413906,"Vivienda rentada entero en Medellín, Colombia",-75.55922,6.21131,294,4.93,may-16,TRUE,306,feb-18,TRUE,1,,
938658813264185786,Apt-275 Limpio. Super equipado. callado. Ubicacion,370000,"Vivienda rentada entero en Medellín, Colombia",-75.5630355,6.19649396,4,4.5,jul-23,TRUE,21,ago-23,FALSE,3,,
955055672780153021,Macarena La 70 Laureles,380000,"Vivienda rentada entero en Medellín, Colombia",-75.5888067,6.245879,7,4.86,nov-21,TRUE,102,feb-22,FALSE,3,,
909583967501097511,amplio depto hasta para 12 personas en laureles,266429,"Vivienda rentada entero en Medellín, Colombia",-75.5992742,6.2466484,20,4.8,nov-17,TRUE,94,feb-23,FALSE,3,,
23850281,"2Cuartos, 3Camas, 10min. P. Lleras, Mall El Tesoro",377285,"Vivienda rentada entero en Medellín, Colombia",-75.55878,6.20264,80,4.66,mar-18,TRUE,80,feb-18,FALSE,2,,
872387221629404827,Como en casa,450000,"Vivienda rentada entero en Medellín, Colombia",-75.5858299,6.21394941,5,4.8,abr-23,TRUE,5,may-23,TRUE,3,,
23074493,"Soul Lifestyle, apartamento con el balcón, Internet RÁPIDO, gimnasio.",485004,"Vivienda rentada entero en Medellín, Colombia",-75.56711,6.19755,17,4.65,feb-17,TRUE,2692,feb-17,FALSE,1,,
958935599981354751,"Excelente casa, sector La 70. Grande y central",375630,"Alojamiento entero en Medellín, Colombia",-75.5860275,6.24574203,14,4.57,feb-22,TRUE,169,feb-22,TRUE,3,,
873274947039455875,Loft Inteligente en Patio Bonito,415601,"Vivienda rentada entero en Medellín, Colombia",-75.5742922,6.2081584,31,5,abr-15,TRUE,129,feb-19,FALSE,1,,
581202844161151283,Casa de campo Santa Isabel.,400000,"Casa de campo entero en Santa Elena, Colombia",-75.49086,6.25728,21,4.9,mar-22,TRUE,21,feb-22,FALSE,3,,
18755033,"Soul Lifestyle, w/ balcón, wifi rápido, gimnasio.",492627,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56773,6.20201,34,4.82,feb-17,TRUE,2692,feb-17,FALSE,1,,
925448836810797264,Apartamento grande de 3 dormitorios en Provenza.,500000,"Vivienda rentada entero en Medellín, Colombia",-75.5652978,6.21218483,19,4.84,feb-22,TRUE,37,jun-23,FALSE,3,,
6572083,Penthouse/Cama King #balcón tropical # 700mbps#A/C,336762,"Vivienda rentada entero en Medellín, Colombia",-75.5960465,6.24864483,48,4.94,feb-15,TRUE,51,feb-15,FALSE,3,,
978403857583709965,Casamía |Grupos- Alcoba especial 5 Huéspedes,400000,"Alojamiento entero en Medellín, Colombia",-75.5998388,6.22994709,11,5,sep-23,TRUE,11,oct-23,FALSE,5,,
1041875225030365267,"hermoso apartamento.,,,,,,,,,,,,,,jacuzzi,pool,juegos,turco.",348571,"Vivienda rentada entero en Envigado, Colombia",-75.5753836,6.1766702,1,,jun-23,TRUE,14,jul-23,FALSE,3
947474149277973399,4 Estrena Amplio Central Apartamento en Envigado*,210000,"Vivienda rentada entero en Envigado, Colombia",-75.5935974,6.171261,2,,jul-21,TRUE,8,ago-23,TRUE,3,,
968919021396664313,Somos apartamentos amigables.,459000,"Vivienda rentada entero en Medellín, Colombia",-75.5881575,6.2438643,4,5,ago-23,TRUE,12,sep-23,TRUE,2,,
803786178586768844,Apartamento poblado Provenza 102,415714,"Vivienda rentada entero en Medellín, Colombia",-75.5661896,6.20668959,36,4.69,ago-13,TRUE,1076,feb-14,TRUE,2,,
1052209707506060125,Manhattan 3 Level Loft - Poblado/Astorga! AC/150mb,458411,"Vivienda rentada entero en Medellín, Colombia",-75.574042,6.2094214,0,,jul-15,TRUE,972,feb-15,TRUE,1,,
567571684303626076,Espectacular Cabaña con Jacuzzi en Santa Elena,326281,"Cabaña entero en Medellín, Colombia",-75.4930342,6.23078345,22,4.91,feb-22,TRUE,22,feb-22,TRUE,1,,
51602592,108 Precioso apartamento de 2 habitaciones cerca del parque poblado,394197,"Vivienda rentada entero en Medellín, Colombia",-75.57091,6.20953,21,4.57,sep-20,TRUE,223,feb-21,FALSE,2,,
39990328,The Tranquil Spot 2BR-2BA Apt. Provenza 's Retreat,475283,"Vivienda rentada entero en Medellín, Colombia",-75.5641617,6.20588277,44,4.93,may-17,TRUE,167,feb-20,TRUE,2,,
1029013748562601509,"la Casa de la Abuela, Poblado",400000,"Chalé entero en Medellín, Colombia",-75.5609889,6.18216288,1,,ene-17,TRUE,62,feb-17,FALSE,3,,
741504831813769964,"Apartamento exclusivo, 4 personas 2 alcobas",385000,"Condo entero en Medellín, Colombia",-75.5705857,6.2008199,16,5,oct-22,TRUE,27,feb-23,FALSE,2,,
946346965662009874,,,,,,,,,,,,,,,
980573811186101102,"|EP| Suite de lujo con piscina, jacuzzi, provenza, escritorio",401529,"Vivienda rentada entero en Medellín, Colombia",-75.5679272,6.19942406,6,5,ago-22,TRUE,318,feb-23,FALSE,1,,
929778426911828560,Cabaña del Rio con Jacuzzi,410000,"Cabaña entero en Santa Elena, Colombia",-75.5094169,6.22158072,2,,jul-23,TRUE,2,ago-23,FALSE,1,,
902416341774221554,"¡Lujoso, cómodo y ubicación!",350000,"Vivienda rentada entero en Medellín, Colombia",-75.5565961,6.2166988,3,5,abr-21,TRUE,55,abr-23,FALSE,2,,
805809446565296730,"Casa en laureles, muy grande.",397857,"Alojamiento entero en Medellín, Colombia",-75.5893219,6.23884,9,4.56,jun-21,TRUE,137,feb-22,TRUE,7,,
906604956464680294,Apartamnto de lujo. Belen con vistas Piscina y gym,179000,"Vivienda rentada entero en Medellín, Colombia",-75.6008231,6.20534525,7,4.29,abr-20,TRUE,7,jul-23,TRUE,2,,
13293021,Orange Suites Loft Deluxe,400000,"Loft entero en Medellín, Colombia",-75.5711,6.20873,146,4.66,may-16,TRUE,901,feb-16,FALSE,1,,
18526060,"Soul Lifestyle, descuento de última hora, descuento de última hora, wifi, piscina.",417811,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56568,6.19998,39,4.9,feb-17,TRUE,2692,feb-17,FALSE,1,,
994525901506207492,Amplia estancia en condominio urbano de 3 camas/3 baños con aire acondicionado,394197,"Vivienda rentada entero en Envigado, Colombia",-75.5866095,6.17701264,3,5,ene-20,TRUE,141,feb-22,FALSE,3,,
974080124440836356,,,,,,,,,,,,,,,
689159431390066701,"Suite de lujo en el Poblado, sector Manila",404143,"Vivienda rentada entero en Medellín, Colombia",-75.57071,6.21354,5,5,jul-22,TRUE,235,feb-23,TRUE,1,,
48830916,Amplia propiedad hasta para 10 personas,457268,"Vivienda rentada entero en Medellín, Colombia",-75.58414,6.16765,17,4.82,feb-14,TRUE,366,feb-16,TRUE,3,,
1024856103194816311,Apartamento en Sabaneta,300000,"Loft entero en Sabaneta, Colombia",-75.6050441,6.153117,1,,oct-22,TRUE,2,nov-23,FALSE,3,,
684910723543065604,Penthouse Alcalá - Envigado,363435,"Apartamento con servicios incluidos entero en Envigado, Colombia",-75.58969,6.16979,24,5,ago-22,TRUE,24,feb-22,FALSE,3,,
931442789605161956,Apartamento Full en Castropol el Poblado.,350000,"Vivienda rentada entero en Medellín, Colombia",-75.5660375,6.2147451,4,5,jun-23,TRUE,4,ago-23,FALSE,3,,
1047962095730312435,Casa en Medellín,400000,"Alojamiento entero en Medellín, Colombia",-75.5990527,6.2253022,1,,dic-20,TRUE,,ene-24,FALSE,6,,
936122840405925576,"Apartamento de 100 m2, 3 alcobas",400000,"Vivienda rentada entero en La Estrella, Colombia",-75.6320291,6.16578836,1,,jul-23,TRUE,,ago-23,FALSE,3,,
981850971477515866,Aire acondicionado| Llegada autónoma| Wifi rápido,362661,"Vivienda rentada entero en Medellín, Colombia",-75.56498,6.20635,14,5,ene-22,TRUE,90,feb-22,FALSE,1,,
786980951831856550,2 dormitorios 15 piso Apto 1AC /Vista a la ciudad,436218,"Vivienda rentada entero en Medellín, Colombia",-75.56592,6.1898,16,4.69,oct-15,TRUE,7175,feb-16,FALSE,2,,
971258327889969004,"¡Apto para huéspedes! 3 dormitorios, aire acondicionado, espacioso, excelente ubicación.",527671,"Vivienda rentada entero en Medellín, Colombia",-75.5695541,6.20999902,9,5,ago-16,TRUE,122,feb-18,FALSE,3,,
852452534932483721,Penthouse en Sabaneta,240000,"Condo entero en Sabaneta, Colombia",-75.62598,6.15271,30,4.7,feb-20,TRUE,373,feb-22,FALSE,3,,
1052144045219074172,apartamento en laureles 3 habitaciones,450000,"Vivienda rentada entero en Medellín, Colombia",-75.5973341,6.2426423,0,,feb-22,TRUE,33,feb-22,TRUE,3,,
1004555408834645564,A 1 minuto caminando del centro comercial Santa Fe + vista a la ciudad y a la piscina.,401529,"Vivienda rentada entero en Medellín, Colombia",-75.57308,6.19803,7,4.86,sep-15,TRUE,52,feb-22,FALSE,3,,
832570609874220635,Apartamento de moda de 3 habitaciones,469200,"Vivienda rentada entero en Medellín, Colombia",-75.5918674,6.2411325,4,5,jul-19,TRUE,179,feb-20,FALSE,3,,
973250317047368996,Acogedor _3BR 2BTH_Short Walk_El Poblado,349999,"Vivienda rentada entero en Medellín, Colombia",-75.573777,6.2132568,6,4.67,may-19,TRUE,405,feb-19,FALSE,3,,
948157268285437627,3 Estrena Amplio Central Apartamento en Envigado*,210000,"Vivienda rentada entero en Envigado, Colombia",-75.593555,6.1710966,2,,jul-21,TRUE,8,ago-23,TRUE,3,,
741536342393274134,Departamento con vista a la ciudad y instalaciones del hotel,400000,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.5546444,6.2063247,16,4.94,nov-18,TRUE,270,feb-19,FALSE,2,,
51902468,Acogedor ático junto al parque Poblado - Balcón - AC,446585,"Vivienda rentada entero en Medellín, Colombia",-75.571449,6.209753,91,4.55,dic-15,TRUE,1227,feb-18,FALSE,3,,
1024590524382856074,Apto Hermosa vista a Medellin,450000,"Vivienda rentada entero en Medellín, Colombia",-75.5612031,6.2236108,0,,may-23,,4,jun-23,FALSE,2,,
32807200,VEN A DISFRUTAR DE UNA MARAVILLOSA ESTADÍA.,350000,"Vivienda rentada entero en Sabaneta, Colombia",-75.61836,6.15275,22,4.95,may-18,TRUE,22,feb-19,FALSE,3,,
1010408871599914680,Apto de lujo gran vista Las Palmas medellin 3 BR,395000,"Vivienda rentada entero en Medellín, Colombia",-75.5586112,6.21536052,2,,mar-17,TRUE,4,nov-23,TRUE,3,,
18158399,"Soul Lifestyle, Apt con balcón, cerca de Provenza.",497556,"Vivienda rentada entero en Medellín, Colombia",-75.5676,6.19851,35,4.89,feb-17,TRUE,2692,feb-17,FALSE,1,,
37152030,ESTUDIOS URBANOS Hermosa Vista,358571,"Vivienda rentada entero en Medellín, Colombia",-75.56103,6.18549,17,4.71,nov-16,TRUE,195,feb-17,FALSE,1,,
958891526931514897,2-BDR Tranquil Oasis en Manila- Poblado,433616,"Vivienda rentada entero en Medellín, Colombia",-75.573299,6.212951,4,5,jul-23,TRUE,5,ago-23,FALSE,2,,
999522121037459106,Hermoso Mirador a toda la ciudad,520000,"Vivienda rentada entero en Medellín, Colombia",-75.6028695,6.22793363,1,,oct-23,TRUE,2,nov-23,TRUE,2,,
900931831810941918,"Hermoso apto, A/C, cerca al estadio, 7 huéspedes",313197,"Vivienda rentada entero en Medellín, Colombia",-75.59331,6.25792,13,4.92,may-19,TRUE,13,jul-23,TRUE,3,,
8205210,"SOLENTINAME, Cabaña ""Casa Amarilla""",416429,"Cabaña entero en Santa Elena, Colombia",-75.47646,6.20204,17,4.94,sep-15,TRUE,34,feb-16,FALSE,2,,
54266909,¡A 1 minuto a pie de Provenza poblado !,497143,"Vivienda rentada entero en Medellín, Colombia",-75.56811,6.20855,72,4.56,nov-15,TRUE,141,feb-16,FALSE,3,,
41837089,Siéntase como en casa y con hermosas vistas de la ciudad.,433616,"Condo entero en Medellín, Colombia",-75.55573,6.20658,96,4.93,ene-20,TRUE,164,feb-20,TRUE,2,,
735627767625787139,Provenza Life 1002: loft/gimnasio decorado con buen gusto,406022,"Vivienda rentada entero en Medellín, Colombia",-75.5639001,6.2051498,8,4.75,oct-21,TRUE,240,feb-23,FALSE,1,,
866876488017617685,Santa Ana,404948,"Cabaña entero en Girardota, Colombia",-75.45548,6.36582,0,,abr-23,TRUE,,may-23,FALSE,3,,
968867721613737087,Somos Flats Superior,223200,"Vivienda rentada entero en Medellín, Colombia",-75.5881575,6.2438643,0,,ago-23,TRUE,12,sep-23,TRUE,1,,
30962374,"Casa para reuniones familiares 15 person., Estadio",350000,"Alojamiento entero en Medellín, Colombia",-75.5849,6.25537,5,4.4,nov-17,TRUE,28,feb-18,FALSE,6,,
984768296938364695,Sensacional 2 Habitaciones,400000,"Habitación en Medellín, Colombia",-75.56744,6.19942,0,,,,,feb-20,FALSE,2,,
1054522298890551057,En el Corazon de Medellin,400000,"Vivienda rentada entero en Medellín, Colombia",-75.5729625,6.21132083,1,,may-23,,4,jun-23,FALSE,1,,
53089879,"Vista moderna, acogedora y hermosa de la ciudad",433616,"Condo entero en Medellín, Colombia",-75.55392,6.20695,68,4.94,ene-20,TRUE,164,feb-20,FALSE,2,,
970435199362133875,Encantador apartamento cerca a la Provenza.,450000,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.5606595,6.209041,7,5,oct-16,TRUE,102,jul-23,FALSE,3,,
904984998523489518,Energy Living 601 - Prestigioso apartamento/piscina y jacuzzi,406022,"Vivienda rentada entero en Medellín, Colombia",-75.559205,6.21101288,1,,oct-21,TRUE,240,feb-23,FALSE,1,,
958767642678927789,Hermoso apartamento en Envigado 1508,518092,"Vivienda rentada entero en Envigado, Colombia",-75.5770171,6.16249925,5,5,jul-17,TRUE,478,feb-19,FALSE,3,,
1030388022298585322,"Tranquilo, amplio y céntrico apartamento",428571,"Vivienda rentada entero en Medellín, Colombia",-75.562066,6.209668,3,4,feb-17,TRUE,19,ago-23,FALSE,2,,
620930710537996687,"Provenza Life 1102, Los sueños se hacen realidad en Provenza",382922,"Vivienda rentada entero en Medellín, Colombia",-75.56458,6.20464,34,4.74,may-19,TRUE,1956,feb-19,FALSE,2,,
48159955,Habitación privada con baño privado,400000,"Habitación en Medellín, Colombia",-75.5964356,6.24126291,0,,,,,feb-19,FALSE,1,,
987008594259366086,Apto en el sector de provenza.,400000,"Vivienda rentada entero en Medellín, Colombia",-75.5663942,6.20542369,0,,may-23,,4,jun-23,FALSE,3,,
876079067667993752,Apartamento Exclusivo.,400000,"Vivienda rentada entero en Medellín, Colombia",-75.57341,6.21151,0,,oct-21,TRUE,90,feb-22,FALSE,3,,
